dates;Jean;Elric;Abdel
20/03/2026;1h faire la structure du projet 2h commencer la programmation du serveur;2h fin du cahier des charge et readme;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
